name,platform
Cities in Motion 2, PC
Borderlands 2 VR, PlayStation 4
Immortals Fenyx Rising: A New God, PC
Fist of the North Star: Lost Paradise, PlayStation 4
IndyCar Series, PC
Bombastic, PlayStation 2
The Gladiators: The Galactic Circus Games, PC
The House of the Dead III, Xbox
F1 2002, GameCube
The Sum of All Fears, PC
Lost Kingdoms, GameCube
Black & White: Creature Isle, PC
Nostalgia, DS
Smoke and Sacrifice, Switch
Megaton Rainfall, PlayStation 4
Axel & Pixel, Xbox 360
Rogue Aces, PlayStation 4
Serial Cleaner, PlayStation 4
Until Dawn: Rush of Blood, PlayStation 4
Shaun White Snowboarding: World Stage, Wii
Just Dance 2019, Switch
Sega SuperStars, PlayStation 2
Narcosis, PC
Earth Defense Force 5, PlayStation 4
The Cave, PlayStation 3
Secret Agent Clank, PSP
Sonic the Hedgehog 4: Episode I, Xbox 360
Outriders, PlayStation 4
Star Ocean 4: The Last Hope - 4K & Full HD Remaster, PlayStation 4
Ghost Blade HD, Xbox One
Minecraft: Story Mode - Episode 4: A Block and a Hard Place, PlayStation 4
Open Me!, PlayStation Vita
Ninja Gaiden Sigma Plus, PlayStation Vita
Bionicle Heroes, DS
Super Robot Taisen: Original Generation, Game Boy Advance
GoldenEye 007: Reloaded, Xbox 360
Call of Juarez: Gunslinger, Switch
The Mage's Tale, PC
Danganronpa Another Episode: Ultra Despair Girls, PlayStation Vita
Dead or Alive 6, PlayStation 4
NASCAR 07, Xbox
Hexic 2, Xbox 360
Divinity II: Ego Draconis, PC
The Liar Princess and the Blind Prince, Switch
The Station, PC
Never Alone, PC
Wonderbook: Book of Spells, PlayStation 3
Mevo & the Grooveriders, PC
Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling, PC
The Deadly Tower of Monsters, PlayStation 4
Just Dance 2017, Switch
Auto Assault, PC
Dex, Switch
Horizons: Empire of Istaria, PC
XIII, PC
Arc the Lad: Twilight of the Spirits, PlayStation 2
Disney Golf, PlayStation 2
Defender of the Crown, Game Boy Advance
Namco Museum, PlayStation 2
X-Men: Mutant Academy 2, PlayStation
Anarchy Online, PC
Earthworm Jim, Game Boy Advance
Riddle of the Sphinx: An Egyptian Adventure, PC
The Last Tinker: City of Colors, PC
Zombie Army Trilogy, PC
Flotilla, PC
Republique, PlayStation 4
Vampyr, PC
Tanuki Justice, Switch
DIRT 5, PC
imprint-X, PC
Hasbro Family Game Night: Battleship, Xbox 360
Darksiders II: Deathinitive Edition, PlayStation 4
Need for Speed: Most Wanted 5-1-0, PSP
Watch Dogs: Legion, PC
Shu, Switch
LEGO Batman: The Videogame, DS
World Tour Soccer 06, PSP
GreedFall, PC
GoldenEye 007: Reloaded, PlayStation 3
Mushroom Men: The Spore Wars, Wii
El Hijo: A Wild West Tale, PlayStation 4
Carto, PC
Rise: Race The Future, Switch
Planet Alpha, Xbox One
Bad North, Switch
Far Cry 5: Hours of Darkness, PC
All Walls Must Fall, PC
Valkyrie Drive: Bhikkhuni, PlayStation Vita
Neon Chrome, Xbox One
Assassin's Creed Syndicate: Jack the Ripper, PlayStation 4
Steel Empire, 3DS
Tetrobot and Co., PC
Wings, Game Boy Advance
Call of Duty Classic, Xbox 360
Skate It, DS
Section 8, PlayStation 3
FIFA 07 Soccer, DS
Roogoo, PC
Dr. Mario Online RX, Wii
Smart as..., PlayStation Vita
Army of Two, Xbox 360
Cozy Grove, Switch
Need for Speed Heat, PC
Code Vein, PC
Light Fall, Switch
Kingdoms and Castles, PC
Shadow Warrior 2, PlayStation 4
Dungeons & Dragons Heroes, Xbox
SIMULACRA, PlayStation 4
PlayerUnknown's Battlegrounds, PlayStation 4
Shape of the World, PlayStation 4
Screencheat, Xbox One
Amnesia: Memories, PlayStation Vita
Magicka 2, PlayStation 4
Resident Evil 5, Switch
Cities: Skylines - Snowfall, PC
Rail Simulator, PC
Dragon Ball Z: Budokai Tenkaichi, PlayStation 2
Marvel vs. Capcom: Infinite, PlayStation 4
Pac 'n Roll, DS
Dead Rising 2: Off the Record, Xbox 360
MouseCraft, PlayStation 4
Leisure Suit Larry: Wet Dreams Don't Dry, PC
Zanki Zero: Last Beginning, PlayStation 4
Dead Rising 4: Frank's Big Package, PlayStation 4
The Cave, Wii U
Heavy Rain: Move Edition, PlayStation 3
Puzzle Quest: Galactrix, PlayStation 3
Thrillville: Off the Rails, PSP
Uru: The Path of the Shell, PC
Shrek 2, Xbox
Hunter: The Reckoning Redeemer, Xbox
Spyro: Attack of the Rhynocs, Game Boy Advance
Jurassic Park: Operation Genesis, PC
The Scorpion King: Sword of Osiris, Game Boy Advance
James Bond 007: Agent Under Fire, PlayStation 2
Hidden & Dangerous, Dreamcast
Demon Slayer: Kimetsu no Yaiba - The Hinokami Chronicles, PlayStation 5
Dragon Ball: Fusions, 3DS
Turnip Boy Commits Tax Evasion, PC
Shank 2, PC
Death's Gambit, PlayStation 4
Wattam, PlayStation 4
Killing Floor, PC
El Hijo: A Wild West Tale, Switch
Tannenberg, Xbox One
10 Second Ninja, PC
Guitar Hero: On Tour Decades, DS
Jam Sessions, DS
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure, PC
Batman: Arkham City - Harley Quinn's Revenge, Xbox 360
Battletoads, Xbox One
Kitty Powers' Matchmaker, PlayStation 4
Lichtspeer, PC
Borderlands 2: Sir Hammerlock's Big Game Hunt, Xbox 360
Capcom Classics Collection Vol. 2, Xbox
Tembo the Badass Elephant, PlayStation 4
Dark Sector, Xbox 360
Phoenotopia: Awakening, Switch
Metal Gear Solid V: Metal Gear Online, PlayStation 4
Super Swing Golf, Wii
The Splatters, Xbox 360
Majin and the Forsaken Kingdom, PlayStation 3
Ninja Gaiden: Master Collection, Switch
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running, Xbox One
Fe, Switch
FIFA Manager 12, PC
Divinity II: The Dragon Knight Saga, Xbox 360
Overlord II, PlayStation 3
FIFA Soccer 10, PC
Endzone: A World Apart, PC
RollerCoaster Tycoon 3: Complete Edition, Switch
Minecraft Dungeons, Switch
Daemon X Machina, PC
Mugsters, PlayStation 4
de Blob, Switch
Dimension Drive, Switch
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy, 3DS
Albion Online, PC
Mordheim: City of the Damned, PlayStation 4
Total War: WARHAMMER - Call of the Beastmen, PC
Demetrios - The BIG Cynical Adventure, PC
Assassin's Creed Rogue, Xbox 360
PixelJunk Monsters: Ultimate, PC
DodoGo! Robo, DS
Command & Conquer: Red Alert 3 - Commander's Challenge, Xbox 360
Legend of Kay, PlayStation 2
IndyCar Series 2005, Xbox
All-Star Baseball 2005, PlayStation 2
X2: The Threat, PC
Turok: Evolution, Game Boy Advance
Frogger 2: Swampy's Revenge, PC
Tiger Woods PGA Tour 07, Wii
Nintendogs + Cats: French Bulldog & New Friends, 3DS
Shiren the Wanderer, Wii
Dead Rising Triple Pack, PlayStation 4
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated, Xbox One
Capcom Beat 'Em Up Bundle, PlayStation 4
Battlefield Hardline, Xbox One
Red Faction: Armageddon, Xbox 360
Pumpkin Jack, PC
Just Dance 2018, Switch
The Crew, PC
Puzzle Quest: Challenge of the Warlords, Wii
Hot Wheels Unleashed, Xbox Series X
Rayman Origins, 3DS
Ar tonelico II: Melody of Metafalica, PlayStation 2
Brigandine: The Legend of Runersia, PlayStation 4
Hyperdimension Neptunia U: Action Unleashed, PlayStation Vita
Screencheat, PC
Killer Is Dead: Nightmare Edition, PC
MX vs. ATV Unleashed, PC
Toy Odyssey: The Lost and Found, Xbox One
Back to the Future: The Game - Episode III: Citizen Brown, PC
Assassin's Creed IV: Black Flag - Freedom Cry, PlayStation 4
Big Sky: Infinity, PlayStation Vita
El Shaddai ASCENSION OF THE METATRON, PC
Mighty Goose, PC
Senran Kagura: Estival Versus, PC
Grow Up, PC
The Walking Dead: Season Two Episode 4 - Amid the Ruins, Xbox 360
uDraw Studio, Wii
Wolfenstein, PlayStation 3
Electroplankton, DS
Moon, DS
Jak and Daxter: The Lost Frontier, PSP
